Player,Original_Position,AI_Top_Positions,Adaptability_Score
K. Yao,CB,"CB, CAM, CDM, CF, CM",1
C. Farren,ST,"ST, LW, RW, CF, CAM",1
L. Langhans,RM,"RM, LM, ST, CAM, LW",0
T. Curran,CB,"CB, LB, CAM, CDM, CF",1
B. Servania,CAM,"CAM, CM, RM, LW, RB",1
Cui Jingming,CM,"CM, CDM, CB, RB, CAM",1
K. Krygård,ST,"ST, LW, CAM, CF, CM",1
K. Kordas,LB,"RB, LB, LM, RM, CDM",0
S. Watanabe,CM,"CM, CAM, LM, RM, CDM",1
A. Ocejo,LM,"LM, RM, CAM, RW, LW",1
M. Schragl,GK,"GK, CB, CAM, CDM, CF",1
W. Mikalsen,RB,"RB, CB, CM, LB, CDM",1
S. Heil,CB,"CB, RB, LB, CDM, CF",1
D. Jefferies,CB,"CB, CDM, CM, CAM, CF",1
T. Miyashiro,ST,"ST, LW, CAM, CF, CM",1
C. Tilt,RM,"RM, ST, LM, CAM, LW",0
E. McCue,CB,"CB, CDM, LB, ST, CAM",1
H. Stenevik,LW,"LM, RM, RW, CM, LW",0
B. Yáñez,LW,"RM, ST, LM, CAM, LW",0
J. Moreno,GK,"GK, CB, CAM, CDM, CF",1
G. Phillips,CB,"CB, CAM, CDM, CF, CM",1
L. Mewitt,GK,"GK, CB, CAM, CDM, CF",1
L. Allan,ST,"ST, CAM, CB, RM, CF",1
W. Słomka,RM,"RM, LM, ST, RW, CF",1
A. Piróg,CM,"CM, CAM, RM, LM, RWB",1
M. Zapytowski,GK,"GK, CB, CAM, CDM, CF",1
S. Sarıkaya,CM,"CM, CDM, CAM, CB, RM",1
D. Bumberger,CB,"CB, CAM, CDM, CF, CM",1
J. Dodd,CM,"CM, CAM, CDM, LM, RM",1
M. Dewhurst,GK,"GK, CB, CAM, CDM, CF",1
M. Köstenbauer,GK,"GK, CB, CAM, CDM, CF",1
M. Kwietniewski,RM,"RW, RM, ST, CAM, LM",0
G. Tomasetti,CDM,"CDM, CM, LB, CB, RB",1
A. Estrada,CM,"CM, CDM, CAM, RB, LB",0
F. Majchrowicz,GK,"GK, CB, CAM, CDM, CF",1
Chen Tang,CM,"CM, CDM, CAM, RM, LM",1
J. Redmond,CB,"CB, CDM, RB, CM, LB",1
B. Moltenis,CB,"CB, RB, CAM, CF, CM",1
K. Smith,RB,"RB, LB, CB, CDM, CF",1
N. Tzanev,GK,"GK, CB, CAM, CDM, CF",1
B. Michel,ST,"ST, CF, CAM, LM, RW",1
F. Niang,CM,"CM, CDM, CAM, ST, RB",1
D. Szczerbal,GK,"GK, CB, CAM, CDM, CF",1
L. Rivas,GK,"GK, CB, CAM, CDM, CF",1
Chen Junlin,GK,"GK, CB, CAM, CDM, CF",1
F. Sasmay,LM,"RM, LM, CAM, ST, CM",0
R. Harrington,RB,"RB, LB, CB, CDM, CM",1
F. Figueroa,CAM,"CAM, LM, CM, RM, LW",1
L. Arriaga,ST,"ST, CM, CF, CDM, CB",1
J. Vazquez,ST,"ST, RM, CAM, CF, CM",1
L. Pierre,ST,"ST, LM, CAM, CF, CM",1
C. Coxe,RB,"RB, LB, CDM, CB, CF",1
K. Sparta,CAM,"CAM, CM, RM, ST, RW",1
J. Walton,GK,"GK, CB, CAM, CDM, CF",1
S. Collis,GK,"GK, CB, CAM, CDM, CF",1
M. Kaufmann,ST,"ST, GK, CB, CDM, CF",1
D. Qela,CM,"CM, CDM, LB, RB, LM",1
C. Singh,CB,"CB, CDM, LB, CAM, CF",1
J. Brändle,LB,"LB, RB, CM, GK, LM",0
S. Haubrock,CB,"CB, LB, CAM, CDM, CF",1
S. Shibata,CAM,"CAM, LM, RM, CM, LW",0
O. Edlund,ST,"ST, RM, CM, RW, LM",1
K. Krzepisz,GK,"GK, CB, CAM, CDM, CF",1
S. Moloney,GK,"GK, CB, CAM, CDM, CF",1
M. Kulke,CM,"CM, CAM, RM, ST, LM",0
C. Devlin,CM,"CM, CDM, CB, CAM, LB",1
A. Parsons,CB,"CB, LB, CAM, CDM, CF",1
M. Medfai,CM,"CM, CAM, RM, LM, ST",1
F. Ibsen,GK,"GK, CB, CAM, CDM, CF",1
Zhao Xuebin,ST,"ST, LM, RW, LW, RM",1
D. Gutiérrez,LM,"CM, CAM, RM, LM, RW",0
K. Lunding,RM,"RM, CAM, LM, RW, CM",1
C. Zady Sery,ST,"ST, CAM, CB, CF, CM",1
M. D'Eramo,LW,"LW, RM, CAM, LM, ST",1
J. Finnerty,CB,"CB, RB, CAM, CF, CM",1
Jin Hui,ST,"ST, CB, CAM, CF, CM",1
S. Wolf,CM,"CM, CDM, CB, CAM, CF",1
C. Montgomery,CB,"CB, LB, CAM, CDM, CF",1
S. Łapiński,CAM,"CAM, CM, CDM, RW, ST",1
M. Freese,GK,"GK, CB, CAM, CDM, CF",1
M. Casey,CB,"CB, CDM, RB, LB, CAM",1
L. Zottele,CB,"CB, CDM, RB, LB, CAM",1
A. Bella-Kotchap,CB,"CB, LB, GK, CDM, RB",1
K. Kumor,RM,"RM, LM, CAM, RW, LB",1
J. Marsden,GK,"GK, CB, CAM, CDM, CF",1
N. Mantl,GK,"GK, CB, CAM, CDM, CF",1
M. Römling,LB,"LB, RB, RWB, CDM, ST",1
O. Nowak,ST,"ST, CB, CAM, CF, CM",1
Zhang Yan,GK,"GK, CB, CAM, CDM, CF",1
M. Sheaf,RM,"CM, RM, CAM, CDM, LB",1
B. Scott,GK,"GK, CB, CAM, CDM, CF",1
C. Barrios,CAM,"CAM, RM, RW, LM, CM",1
J. Gallagher,ST,"ST, CAM, LM, CF, RM",1
B. Crellin,GK,"GK, CB, CAM, CDM, CF",1
A. Al Yousif,LB,"CB, CDM, CM, RB, LB",0
M. Pfeifer,CB,"CB, RB, LB, CM, CDM",1
D. St. Clair,GK,"GK, CB, CAM, CDM, CF",1
S. Yoneda,CAM,"CAM, CM, LM, RM, ST",1
E. Kalsaas,RB,"RB, LB, CM, CDM, CAM",0
B. House,ST,"ST, CB, CAM, CF, CM",1
A. Aktas,CAM,"CAM, CM, LM, RM, CB",1
A. Reardon,CB,"CB, LB, RB, CDM, CF",1
D. Grimshaw,GK,"GK, CB, CAM, CDM, CF",1
N. James,GK,"GK, CB, CAM, CDM, CF",1
O. Kjærgaard,CM,"CM, CAM, RM, CDM, CB",1
D. Pik,LM,"LM, ST, CAM, CM, RM",1
S. Strózik,RM,"ST, RM, CAM, GK, LM",1
B. Zalo,CB,"CB, GK, CDM, ST, CAM",1
M. Olsen,RB,"RB, LB, CDM, CB, CM",0
J. Lártiga,GK,"GK, CB, CAM, CDM, CF",1
F. Gómez,RM,"RM, LM, CAM, LW, ST",1
H. Al Ruwaili,RB,"RB, CB, LB, CDM, CAM",1
Ma Junliang,CM,"CM, RM, LM, LB, CB",1
A. Comrie,RB,"LB, RB, CDM, CB, CM",0
T. Clavijo,LB,"LB, RB, CB, CDM, CAM",1
S. Blaney,CB,"CB, CDM, CM, LB, RB",1
S. McCallum,LB,"RB, LB, CDM, LM, CB",0
G. Gibson,ST,"ST, CB, CAM, CF, CM",1
N. Feil,CM,"CM, CDM, CAM, LB, CB",1
A. Lyons,RB,"RB, CM, LB, LM, CAM",1
J. Echave,GK,"GK, CB, CAM, CDM, CF",1
C. Terán,CB,"CB, CAM, CDM, CF, CM",1
D. Ochoa,GK,"GK, CB, CAM, CDM, CF",1
M. Schmeling,LB,"RB, LB, CB, CM, CDM",0
J. Macdonald,ST,"ST, RW, LM, RM, CF",1
F. Fridriksson,LWB,"LWB, RB, LB, CM, CDM",0
P. Mucha,CM,"CAM, CM, RM, LM, LW",0
Mao Haoyu,ST,"ST, LM, CAM, CF, CM",1
K. Ferguson,CB,"CB, LB, RB, CDM, CF",1
Angelo Campos,ST,"ST, RM, CAM, LW, LM",1
J. Beaulieu,GK,"GK, CB, CAM, CDM, CF",1
L. Sanchez,CAM,"CAM, CM, RM, LM, CDM",1
J. Breitfeld,RM,"RM, CM, CAM, ST, CF",1
G. Harada,GK,"GK, CB, CAM, CDM, CF",1
Y. Fukuda,CM,"CM, CDM, CAM, LB, RB",1
A. Søndergaard,GK,"GK, CB, CAM, CDM, CF",1
A. Damlu,GK,"GK, CB, CAM, CDM, CF",1
M. Giraldo,CDM,"CDM, CM, LB, RB, LM",1
S. Nakano,ST,"ST, RM, CAM, LM, LW",1
V. Piechocki,CAM,"CAM, CM, CDM, RB, RM",1
C. Hauervig,GK,"GK, CB, CAM, CDM, CF",1
Li Lei,GK,"GK, CB, CAM, CDM, CF",1
H. Strömgren,GK,"GK, CB, CAM, CDM, CF",1
D. Turner,ST,"ST, RM, CAM, LM, RW",1
N. Gutierrez,ST,"ST, LM, CM, RM, CDM",1
J. Ferreira,ST,"ST, LW, CF, LB, RM",1
C. Kelman,ST,"ST, CAM, RM, CF, CM",1
J. Diaz,CM,"CM, CDM, RB, LB, CB",1
B. Al Bahrani,GK,"GK, CB, CAM, CDM, CF",1
J. Adams,RM,"RM, LM, CAM, LW, RW",1
V. Adeboyejo,ST,"ST, RW, CAM, CF, CM",1
I. Acero,CM,"CM, CDM, CB, LB, CAM",1
J. Barinaga,RB,"RB, LB, CM, CB, CDM",1
A. Al Dakheel,CB,"CB, LB, CDM, CM, RB",1
S. Osborne,RM,"RM, LM, RW, CM, CAM",1
J. Pereira,CB,"CB, CAM, CDM, CF, CM",1
S. Jarovic,ST,"ST, CAM, CB, CF, CM",1
L. D'Arrigo,CAM,"CAM, CM, ST, LM, RM",0
A. Samuels,ST,"ST, LW, CF, RM, LM",1
Xu Tianyuan,LM,"LM, ST, RM, LW, CF",1
Y. Kasaï,ST,"ST, CAM, CB, LM, CM",1
E. Watt,CM,"CM, CDM, CAM, CB, LB",1
L. Gamíz,CDM,"CDM, CM, CB, LB, CAM",1
T. Durso,GK,"GK, CB, CAM, CDM, CF",1
C. MacDonald,LB,"LB, RB, CDM, CB, CM",1
K. Yoshimaru,GK,"GK, CB, CAM, CDM, CF",1
G. Maley,GK,"GK, CB, CAM, CDM, CF",1
D. Maekawa,GK,"GK, CB, CAM, CDM, CF",1
S. Passi,ST,"ST, RM, CAM, RB, CF",1
B. Córdoba,CB,"CB, CAM, CDM, CF, CM",1
K. Agudelo,CM,"CM, RM, LM, CAM, LB",1
A. Abrahamssons,CB,"CB, RB, CDM, LB, CM",1
Zhu Chenjie,CB,"CB, GK, CDM, CM, CAM",1
L. Leroy,CDM,"CDM, CM, CAM, CB, LB",1
E. Breivik,CDM,"CDM, CM, CB, RB, LB",1
E. Ceide,RW,"RW, RM, LM, CAM, ST",1
I. Sadiq,RW,"RW, RM, CAM, ST, LW",0
H. Odoffin,RB,"CB, RB, LB, CDM, CM",0
S. Valenzuela,ST,"ST, CF, CM, LM, LW",1
E. Pastrana,CB,"CB, RB, LB, CM, CDM",1
B. Abdallah,RB,"RB, LB, CM, RM, LWB",1
D. Bochicchio,GK,"GK, CB, CAM, CDM, CF",1
H. McKirdy,ST,"ST, CAM, RM, CM, LM",1
M. Ndione,ST,"ST, CB, CAM, CF, CM",1
F. Acosta,RM,"RM, ST, CM, CAM, RW",1
F. Macias,ST,"ST, RM, RW, CF, CAM",1
M. Malec,CB,"CB, LB, CAM, CDM, CF",1
C. Ruiz,CM,"CM, CAM, RW, LM, CF",1
T. Queen,CB,"CB, RB, LB, GK, CM",1
T. Federico,CM,"CM, RB, CDM, RM, RWB",1
E. Ibargüen,CM,"CM, RM, CAM, LM, CDM",0
C. Magerusan,ST,"ST, LW, CM, LM, CDM",1
R. Lovett,GK,"GK, CB, CAM, CDM, CF",1
A. Dussán,GK,"GK, CB, CAM, CDM, CF",1
T. Holland,GK,"GK, CB, CAM, CDM, CF",1
J. Nelson,LB,"LB, RB, CDM, CM, CB",1
K. Brouder,CB,"CB, CAM, CDM, CF, CM",1
L. Pilling,GK,"GK, CB, CAM, CDM, CF",1
J. Quiñones Saya,RM,"RM, LM, CAM, ST, GK",1
D. Wenzel-Halls,ST,"ST, LW, RM, CF, CAM",1
M. Hundley,LW,"LW, RM, CAM, LM, RW",0
H. Darling,CB,"CB, RB, CM, ST, CF",1
Y. Fofana,GK,"GK, CB, CAM, CDM, CF",1
P. Sánchez,CM,"CM, ST, CAM, CF, RM",0
A. Groundstroem,CB,"CB, CDM, CM, LB, RB",1
J. Simpson,CM,"CM, CAM, LB, RB, LM",1
E. Adebayo,ST,"ST, GK, CB, CDM, CF",1
J. Wollacott,GK,"GK, CB, CAM, CDM, CF",1
J. Tromsdal,CM,"CM, CDM, CB, LB, RB",1
J. Jaimes,CDM,"CDM, CB, CM, CAM, CF",1
T. Lowery,CM,"CM, CAM, CDM, LB, LM",1
S. Shotton,CB,"CB, CAM, CDM, CF, CM",1
Y. Nuxoll,CB,"CB, CAM, CDM, CF, CM",1
J. Boyer,LB,"LB, RB, CB, RM, CF",1
C. Ortiz,ST,"ST, CF, CB, CDM, CM",1
R. Ayagwa,CM,"CM, CAM, LM, RM, ST",1
R. Millen,RB,"LB, RB, CB, CDM, CM",0
D. Elliott,ST,"ST, CM, CAM, RW, CF",1
C. Haas,GK,"GK, CB, CAM, CDM, CF",1
T. Renaud,CDM,"CDM, CM, RB, LB, CB",1
T. Okuda,GK,"GK, CB, CAM, CDM, CF",1
D. Vásquez,GK,"GK, CB, CAM, CDM, CF",1
J. Hernández,RB,"RB, LB, CB, CM, CDM",1
Luo Hao,CB,"CB, RB, LB, CDM, CF",1
Gu Wenxiang,LW,"LW, ST, RM, LM, RW",0
I. Enríquez,LB,"LB, RB, CB, CDM, CAM",1
A. Marie-Sainte,CB,"CB, LB, CAM, CDM, CF",1
M. López,CAM,"CAM, LM, CM, RM, ST",1
Li Chen,GK,"GK, CB, CAM, CDM, CF",1
A. Benedyczak,ST,"ST, RM, CAM, CF, CM",1
J. Łabojko,CDM,"CDM, CM, CB, LB, RB",1
F. Al Birekan,ST,"ST, RW, CAM, CF, CM",1
Sun Ya,RM,"RM, CM, CAM, RB, LM",1
W. O'Hora,CB,"CB, CM, CAM, CDM, CF",1
N. Marfelt,LB,"LB, CM, RB, CB, CDM",0
T. Mohr,CB,"CB, CAM, CDM, CF, CM",1
J. Gauci,GK,"GK, CB, CAM, CDM, CF",1
Dong YanFeng,RB,"RB, LB, CM, LM, CB",1
J. Montoya,GK,"GK, CB, CAM, CDM, CF",1
H. Hawsawi,GK,"GK, CB, CAM, CDM, CF",1
L. Gibson,LB,"LB, RB, CDM, CM, CB",1
Mai Jiajian,LM,"LM, RM, CAM, CM, RW",1
A. Ben Lamin,CB,"CB, CDM, CM, LB, RB",1
B. Wade,GK,"GK, CB, CAM, CDM, CF",1
J. Alvarado,ST,"ST, CF, CAM, RW, RM",1
S. Byrne,ST,"ST, CB, CAM, CF, CM",1
M. Kamissoko,CB,"CB, CAM, CDM, CF, CM",1
J. Earing,CM,"CM, CAM, RM, CDM, CB",1
J. Hamon,GK,"GK, CB, CAM, CDM, CF",1
A. Kigbu,CB,"CB, LB, CAM, CDM, CF",1
C. López,GK,"GK, CB, CAM, CDM, CF",1
E. Toal,CB,"CB, CM, CDM, LB, RB",1
H. Andersson,CB,"CB, CAM, CDM, CF, CM",1
S. Daly-Bütz,RM,"RM, ST, LM, CAM, CF",1
V. Kaith,GK,"GK, CB, CAM, CDM, CF",1
A. Kawai,LB,"LB, RB, LM, RWB, LW",1
D. Mbayo,LW,"LW, RM, LM, ST, CAM",1
G. Fuentes,CM,"CM, CAM, RM, ST, CF",1
G. Walker,CB,"CB, RB, CM, CDM, CF",1
K. Tajiri,GK,"GK, CB, CAM, CDM, CF",1
M. Prinz,GK,"GK, CB, CAM, CDM, CF",1
Wang Chu,CAM,"CAM, CM, RM, LM, RW",1
P. Almqvist,CF,"CF, CM, CAM, RM, LM",1
M. Leverbe,CB,"CB, RB, CAM, CF, CM",1
S. Bakan,LM,"LM, RM, CAM, RW, LW",1
B. Ozegovic,GK,"GK, CB, CAM, CDM, CF",1
V. Reitstetter,CB,"CB, RB, CAM, LB, CDM",1
K. Chorążka,GK,"GK, CB, CAM, CDM, CF",1
R. Gómez,RM,"RM, LM, RW, LW, CAM",1
B. Mumba,CM,"CDM, CM, CB, LB, RB",0
T. Shibuya,GK,"GK, CB, CAM, CDM, CF",1
S. Acosta,CAM,"CAM, RM, LM, CM, LW",1
Y. Ogaki,ST,"ST, RM, CF, CDM, CM",1
K. Mellado,ST,"ST, RM, LM, LW, CAM",1
T. Nakamura,CB,"CB, CDM, CM, LB, CAM",1
L. Gray,GK,"GK, CB, CAM, CDM, CF",1
W. Graham,ST,"ST, CAM, CB, CF, CM",1
Zhong Yihao,RW,"RW, ST, CM, RM, LM",1
Guo Jing,CB,"CB, CDM, CAM, CF, CM",1
K. Ward,CM,"CM, CAM, ST, RM, LM",1
R. Yañez,GK,"GK, CB, CAM, CDM, CF",1
N. Gartside,GK,"GK, CB, CAM, CDM, CF",1
D. Araki,CM,"CM, CB, RB, LB, CDM",1
G. Kawanami,GK,"GK, CB, CAM, CDM, CF",1
A. Sevestre,GK,"GK, CB, CAM, CDM, CF",1
S. Nago,LM,"LM, RM, CAM, LW, RW",1
E. Selen,GK,"GK, CB, CAM, CDM, CF",1
H. Ishikawa,CM,"CM, CAM, RM, LM, LW",1
A. Quintana,GK,"GK, CB, CAM, CDM, CF",1
N. Al Habashi,CAM,"CAM, RM, LM, CM, LW",1
R. Birjukov,GK,"GK, CB, CAM, CDM, CF",1
A. Troffa,CM,"CM, CDM, CB, LB, CAM",1
J. Serrano,GK,"GK, CB, CAM, CDM, CF",1
F. Durmuş,CM,"CM, CDM, LB, CB, RB",1
S. Harding,RB,"RB, CB, CM, LB, CDM",1
D. Dennehy,CB,"CB, CDM, RB, LB, CM",1
B. Berríos,CM,"CM, CAM, RM, LM, RW",1
Víctor Gómez,LB,"LB, RB, CM, CB, CDM",1
F. Al Ghashayan,RM,"RM, LM, RW, ST, LW",1
A. Bonnah,CM,"CM, CDM, CAM, CB, CF",1
F. Kraft,GK,"GK, CB, CAM, CDM, CF",1
M. Ross Jensen,CB,"CB, RB, LB, RWB, CAM",1
K. Ishii,ST,"ST, CF, CAM, RM, LM",1
Lucas Ribeiro,LM,"LM, RW, RM, ST, LW",1
R. Swan,ST,"ST, RW, CAM, CF, CM",1
S. Vines,LB,"LB, RB, CB, LWB, ST",1
S. Mann,CM,"CM, CDM, CAM, CB, LB",1
A. Firth,GK,"GK, CB, CAM, CDM, CF",1
M. El Idrissy,ST,"ST, CF, CM, LW, RM",1
S. Baptiste,CM,"CM, CDM, CB, LB, RB",1
A. Reynolds  II,RB,"RB, LB, CM, CDM, CB",1
A. Haroon,CB,"CB, LB, RB, LWB, CDM",0
N. Almas,CB,"CB, LB, RB, CDM, CF",1
B. Maher,GK,"GK, CB, CAM, CDM, CF",1
H. Acar,CM,"CM, CDM, CAM, CB, CF",1
T. Muse,GK,"GK, CB, CAM, CDM, CF",1
P. Waring,ST,"ST, RM, CB, CF, CM",1
Taliby,GK,"GK, CB, CAM, CDM, CF",1
M. Kaastrup,LM,"LM, RM, ST, CAM, RW",1
V. Arzayus,ST,"ST, CF, CB, CDM, CM",1
T. Stirl,GK,"GK, CB, CAM, CDM, CF",1
P. Kabuya,RM,"RM, CAM, LM, LW, ST",1
A. Al Shehry,GK,"GK, CB, CAM, CDM, CF",1
R. Slater,CM,"CM, CDM, CAM, CB, RM",1
R. Sandford,GK,"GK, CB, CAM, CDM, CF",1
M. Akjah,GK,"GK, CB, CAM, CDM, CF",1
H. Cirak,CM,"CM, CDM, CAM, RM, CB",1
K. Zobeck,GK,"GK, CB, CAM, CDM, CF",1
S. Kelly,RB,"RB, LB, CDM, CB, CM",1
G. Satalino,GK,"GK, CB, CAM, CDM, CF",1
Cristian Arco,GK,"GK, CB, CAM, CDM, CF",1
M. Ibacache,LB,"LB, RB, CM, CB, CAM",1
L. Ferraz Vila,LM,"ST, CF, LW, RW, RM",1
B. Kennedy,GK,"GK, CB, CAM, CDM, CF",1
C. McVey,RB,"RB, CM, LB, CB, CDM",1
D. Nizic,GK,"GK, CB, CAM, CDM, CF",1
J. Tibbetts,GK,"GK, CB, CAM, CDM, CF",1
K. Horgan,GK,"GK, CB, CAM, CDM, CF",1
A. Tarmin,RB,"RB, LB, CM, CDM, CB",1
A. Linnér,ST,"ST, RM, CAM, RW, RB",1
K. Høgh,ST,"ST, CB, CAM, CF, CM",1
B. Şahiner,LB,"LB, RB, CM, CDM, CB",1
A. Morgan,CM,"CM, CDM, RB, LB, CB",1
R. Ferguson,GK,"GK, CB, CAM, CDM, CF",1
I. Olaofe,ST,"ST, RW, CF, LM, CDM",1
O. Aga,ST,"ST, CF, CB, CDM, CM",1
M. Bersano,GK,"GK, CB, CAM, CDM, CF",1
L. Perea,ST,"ST, CB, RM, CF, CM",1
G. Kostadinov,CDM,"CDM, CB, CM, RB, LB",1
A. Wiberg,ST,"ST, RW, CAM, CF, CM",1
L. Gibbens,CB,"CB, CDM, LB, CAM, CF",1
M. Broschinski,ST,"ST, CM, CAM, RM, CF",1
H. Tombakti,CB,"CB, RB, CAM, CF, CM",1
B. Delihasan,CDM,"CM, CDM, LB, RB, CB",0
Li Hailong,RB,"RB, LB, CB, CDM, LWB",1
H. Cardwell,ST,"ST, RM, CB, LW, LM",1
M. Steinwender,CB,"CB, LB, CAM, CM, CDM",1
Sun Guowen,LM,"LM, RM, CAM, ST, LW",1
Lü Peng,CM,"CM, RB, LB, CDM, CB",1
P. Samiec-Talar,ST,"ST, CAM, RW, CM, RM",1
R. Fresneau,RB,"LB, RB, CM, CB, CDM",0
S. O'Connor,CB,"CB, LB, CDM, CAM, CF",1
Ko Jae Hyun,RM,"RM, RW, ST, LM, CAM",1
W. Altamirano,CM,"CM, CAM, LM, RM, RW",1
T. Hagelskjaer,GK,"GK, CB, CAM, CDM, CF",1
Y. Magnin,CM,"CM, CAM, CF, LM, RW",1
P. Pierzchała,CB,"CB, CDM, CM, ST, RB",1
D. López,ST,"ST, CF, CB, CDM, CM",1
B. Leneis,GK,"GK, CB, CAM, CDM, CF",1
D. Breitfelder,ST,"ST, CB, CAM, CF, CM",1
O. Christensen,GK,"GK, CB, CAM, CDM, CF",1
G. Dietsch,GK,"GK, CB, CAM, CDM, CF",1
A. Hoven,RM,"RM, ST, RW, CF, CAM",1
O. Ünlüçifçi,RM,"RM, LM, CAM, LW, ST",1
M. Al Hamad,ST,"ST, CF, CB, CDM, CM",1
S. Pedersen,ST,"ST, CB, CAM, CF, CM",1
D. Herazo,ST,"ST, CB, RM, LW, CF",1
F. Schram,GK,"GK, RM, CB, CDM, CF",1
A. Al Basisi,GK,"GK, CB, CAM, CDM, CF",1
L. Ashby-Hammond,GK,"GK, CB, CAM, CDM, CF",1
I. Koné,ST,"ST, RM, CF, RW, LW",1
E. Moran,GK,"GK, CB, CAM, CDM, CF",1
C. O'Toole,LB,"LB, RB, CM, LWB, RWB",1
A. Andrés,CDM,"CDM, CM, CB, LB, RB",0
K. Ito,LB,"LB, RB, CB, CM, RWB",1
J. Hector-Ingram,ST,"ST, LW, RM, CF, CAM",1
Z. Mills,RB,"RB, CB, LB, CM, CDM",1
Lee Seung Kyu,GK,"GK, CB, CAM, CDM, CF",1
P. Okonkwo,ST,"ST, RM, LM, CM, RW",1
R. Hoffmann,GK,"GK, CB, CAM, CDM, CF",1
J. Lasickas,RM,"RM, CM, CAM, LM, RB",1
O. Skrzecz,CAM,"CAM, CM, CDM, CB, RM",1
B. Nygren,ST,"ST, CB, CAM, CF, CM",1
B. White,GK,"GK, CB, CAM, CDM, CF",1
D. Oko,CB,"CB, CAM, CDM, CF, CM",1
S. Ali Yahya,RB,"LB, RB, LM, CDM, ST",0
J. Ponticelli,ST,"ST, CF, CB, CDM, CM",1
H. Noda,CB,"CB, CDM, CM, RB, LB",1
F. Russo,GK,"GK, CB, CAM, CDM, CF",1
Philippe,ST,"ST, LM, RM, CF, CAM",1
Yang Wanshun,LW,"CM, RM, LM, RB, RW",0
T. Takagiwa,GK,"GK, CB, CAM, CDM, CF",1
Y. Nishibe,GK,"GK, CB, CAM, CDM, CF",1
Zuo Yiteng,RB,"RB, CB, CDM, LB, RM",1
E. Sandberg,CB,"CB, CAM, CDM, CF, CM",1
H. Salem,LB,"LB, RB, CDM, RM, CAM",1
G. Avila,CB,"CB, LB, CAM, CDM, CF",1
Y. Wakizaka,CM,"CM, CAM, RM, LM, RW",1
Patrick,CB,"CB, CDM, LB, CM, RB",1
A. Abdulhameed,GK,"GK, CB, CAM, CDM, CF",1
L. Butroid,LB,"LB, RB, CB, CDM, CF",1
D. Miya,CB,"CB, CM, CAM, CDM, CF",1
Zhou Qiming,RB,"CM, RB, CDM, LB, CB",0
A. Hellborg,CM,"CM, CDM, CB, CAM, CF",1
T. Hara,CM,"CM, LB, CDM, RB, LM",1
F. Fischerauer,CM,"CM, CAM, RM, LM, CF",1
D. van Kaam,CAM,"CAM, CM, RM, LM, CB",1
J. Homawoo,CB,"CB, LB, CDM, CM, RB",1
S. Abdulhamid,RB,"RB, LB, RM, CDM, CB",0
F. Malagueño,RB,"RB, LB, CB, CM, ST",1
Liu Hao,RB,"RB, CM, LB, CDM, CB",1
S. Bojang,RB,"RB, LB, CDM, CB, CAM",1
Wang Xianjun,CDM,"CDM, CB, CM, RB, LB",1
Liu Heng,CB,"CB, LB, RB, CDM, CF",1
S. Want,CB,"CB, LB, CAM, CDM, CF",1
Y. Mersin,GK,"GK, CB, CAM, CDM, CF",1
A. Al Arishi,CB,"CB, CM, CAM, CDM, CF",1
M. Wohlgemuth,CM,"CM, CAM, LM, ST, RB",1
L. Wackerle,GK,"GK, CB, CAM, CDM, CF",1
P. Patron,GK,"GK, CB, CAM, CDM, CF",1
K. Lewis-Potter,ST,"ST, CB, CAM, CF, CM",1
S. Nakagawa,CB,"CB, CDM, CM, LB, RB",1
M. Köbbing,GK,"GK, CB, CAM, CDM, CF",1
M. Al Sulami,GK,"GK, CB, CAM, CDM, CF",1
K. Suzuki,ST,"ST, LW, CF, CDM, CM",1
P. Plewka,CDM,"CDM, CM, RB, RM, LM",0
J. Faye Lund,GK,"GK, CB, CAM, CDM, CF",1
J. Olufsen,LW,"LW, RM, ST, LM, CAM",1
A. Obando,LW,"RM, LM, RW, LW, ST",0
J. Talbot,GK,"GK, CB, CAM, CDM, CF",1
F. Rizzi,LB,"LB, RB, CB, CDM, RWB",0
S. Kulenović,ST,"ST, LM, CAM, CF, CM",1
G. Pender,ST,"ST, RM, LW, RW, LM",1
Li Siqi,CM,"CM, ST, CDM, RB, CAM",1
J. Ball,CM,"CM, CB, CDM, ST, CAM",0
M. Castaño,CAM,"CAM, CM, RM, CDM, CB",1
H. Campbell,GK,"GK, CB, CAM, CDM, CF",1
K. Klaesson,GK,"GK, CB, CAM, CDM, CF",1
H. Hassan,LW,"LW, LM, RM, RW, CAM",1
I. Samba,RB,"RB, LB, CB, ST, CF",1
H. Al Watyan,GK,"GK, CB, CAM, CDM, CF",1
M. Bulka,GK,"GK, CB, CAM, CDM, CF",1
S. Bajic,GK,"GK, CB, CAM, CDM, CF",1
Pedrosa,ST,"ST, LW, CAM, CF, CM",1
K. Mendoza,GK,"GK, CB, CAM, CDM, CF",1
T. O'Neill,ST,"ST, CF, CB, CDM, CM",1
Wang Ziming,ST,"ST, LM, RM, RW, CAM",1
N. Kastenhofer,CB,"CB, CDM, CAM, CF, CM",1
M. Ogkmpoe,ST,"ST, RM, CB, LM, CF",1
Darío Ramos,GK,"GK, CB, CAM, CDM, CF",1
T. Vermot,GK,"GK, CB, CAM, CDM, CF",1
D. Takahashi,ST,"ST, RM, CAM, CF, LW",1
O. Sigurjónsson,CM,"CM, LB, RB, CDM, CB",0
